recording_id,segment_id,signer_id,split,length_bucket,estimated_duration_seconds,session_id,recording_date,take_number,status,actual_duration_seconds,q_motion_blur_ok,q_framing_full_signing_space,q_fps_ge_25,q_lighting_ok,q_resolution_ge_1080p,video_path,notes
VSL_SEG_000575,d00061,SIGNER_05,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000576,d00062,SIGNER_07,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000577,d00063,SIGNER_02,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000578,d00064,SIGNER_07,train,standard,52,,,,pending,,,,,,,,
VSL_SEG_000579,d00065,SIGNER_05,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000580,d00067,SIGNER_07,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000581,d00068,SIGNER_03,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000582,d00069,SIGNER_02,train,standard,57,,,,pending,,,,,,,,
VSL_SEG_000583,d00070,SIGNER_04,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000584,d00071,SIGNER_08,train,standard,54,,,,pending,,,,,,,,
VSL_SEG_000585,d00072,SIGNER_06,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000586,d00073,SIGNER_08,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000587,gf2_xahoi_001,SIGNER_02,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000588,gf2_xahoi_002,SIGNER_04,train,hard,96,,,,pending,,,,,,,,
VSL_SEG_000589,gf_xahoi_002,SIGNER_04,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000590,gf_xahoi_004,SIGNER_05,train,hard,75,,,,pending,,,,,,,,
VSL_SEG_000591,gf_xahoi_005,SIGNER_05,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000592,gf_xahoi_007,SIGNER_05,train,hard,103,,,,pending,,,,,,,,
VSL_SEG_000593,gf_xahoi_008,SIGNER_02,train,standard,73,,,,pending,,,,,,,,
VSL_SEG_000594,gf_xahoi_009,SIGNER_02,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000595,gf_xahoi_010,SIGNER_05,train,hard,75,,,,pending,,,,,,,,
VSL_SEG_000596,gf_xahoi_011,SIGNER_06,train,standard,72,,,,pending,,,,,,,,
VSL_SEG_000597,gf_xahoi_012,SIGNER_06,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000598,r2_xahoi_002,SIGNER_08,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000599,r2_xahoi_004,SIGNER_08,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000600,r2_xahoi_005,SIGNER_03,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000601,r2_xahoi_007,SIGNER_08,train,standard,65,,,,pending,,,,,,,,
VSL_SEG_000602,r2_xahoi_008,SIGNER_05,train,standard,66,,,,pending,,,,,,,,
VSL_SEG_000603,r2_xahoi_009,SIGNER_04,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000604,r2_xahoi_010,SIGNER_02,train,hard,83,,,,pending,,,,,,,,
VSL_SEG_000605,r2_xahoi_011,SIGNER_08,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000606,r2_xahoi_012,SIGNER_06,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000607,r3_xahoi_001,SIGNER_08,train,hard,93,,,,pending,,,,,,,,
VSL_SEG_000608,r3_xahoi_002,SIGNER_04,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000609,r3_xahoi_003,SIGNER_01,train,hard,90,,,,pending,,,,,,,,
VSL_SEG_000610,r3_xahoi_004,SIGNER_08,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000611,r3_xahoi_005,SIGNER_06,train,hard,103,,,,pending,,,,,,,,
VSL_SEG_000612,r3_xahoi_006,SIGNER_03,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000613,r3_xahoi_007,SIGNER_08,train,hard,111,,,,pending,,,,,,,,
VSL_SEG_000614,r3_xahoi_009,SIGNER_03,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000615,r3_xahoi_010,SIGNER_04,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000616,r3_xahoi_011,SIGNER_05,train,standard,71,,,,pending,,,,,,,,
VSL_SEG_000617,r4_xahoi_001,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000618,r4_xahoi_003,SIGNER_01,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000619,r4_xahoi_004,SIGNER_03,train,hard,90,,,,pending,,,,,,,,
VSL_SEG_000620,r4_xahoi_005,SIGNER_03,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000621,d00011,SIGNER_07,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000622,gf_anuong_001,SIGNER_07,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000623,gf_anuong_002,SIGNER_05,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000624,gf_anuong_003,SIGNER_05,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000625,gf_anuong_004,SIGNER_05,train,hard,78,,,,pending,,,,,,,,
VSL_SEG_000626,gf_anuong_005,SIGNER_05,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000627,gf_anuong_006,SIGNER_02,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000628,gf_anuong_007,SIGNER_03,train,hard,95,,,,pending,,,,,,,,
VSL_SEG_000629,gf_anuong_008,SIGNER_08,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000630,gf_anuong_009,SIGNER_04,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000631,gf_anuong_010,SIGNER_05,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000632,gf_anuong_011,SIGNER_07,train,hard,79,,,,pending,,,,,,,,
VSL_SEG_000633,gf_anuong_012,SIGNER_08,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000634,r2_anuong_002,SIGNER_06,train,standard,56,,,,pending,,,,,,,,
VSL_SEG_000635,r2_anuong_005,SIGNER_06,train,hard,87,,,,pending,,,,,,,,
VSL_SEG_000636,r2_anuong_006,SIGNER_07,train,hard,79,,,,pending,,,,,,,,
VSL_SEG_000637,r2_anuong_009,SIGNER_04,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000638,r2_anuong_011,SIGNER_01,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000639,r2_anuong_012,SIGNER_01,train,standard,68,,,,pending,,,,,,,,
VSL_SEG_000640,r3_anuong_003,SIGNER_05,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000641,r3_anuong_004,SIGNER_04,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000642,r3_anuong_005,SIGNER_03,train,hard,87,,,,pending,,,,,,,,
VSL_SEG_000643,r3_anuong_006,SIGNER_08,train,standard,71,,,,pending,,,,,,,,
VSL_SEG_000644,r3_anuong_008,SIGNER_04,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000645,r3_anuong_009,SIGNER_02,train,hard,75,,,,pending,,,,,,,,
VSL_SEG_000646,r3_anuong_011,SIGNER_06,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000647,r4_anuong_001,SIGNER_07,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000648,r4_anuong_002,SIGNER_06,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000649,r4_anuong_003,SIGNER_05,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000650,r4_anuong_004,SIGNER_08,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000651,r4_anuong_005,SIGNER_06,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000652,r4_anuong_006,SIGNER_08,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000653,r4b_anuong_001,SIGNER_05,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000654,d01747,SIGNER_05,train,standard,65,,,,pending,,,,,,,,
VSL_SEG_000655,d01749,SIGNER_01,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000656,d01750,SIGNER_03,train,standard,60,,,,pending,,,,,,,,
VSL_SEG_000657,d01751,SIGNER_07,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000658,d01834,SIGNER_08,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000659,d01836,SIGNER_02,train,standard,59,,,,pending,,,,,,,,
VSL_SEG_000660,d01840,SIGNER_05,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000661,d01846,SIGNER_08,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000662,d01850,SIGNER_07,train,standard,52,,,,pending,,,,,,,,
VSL_SEG_000663,d01861,SIGNER_06,train,standard,54,,,,pending,,,,,,,,
VSL_SEG_000664,r2_dongvat_002,SIGNER_04,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000665,r2_dongvat_003,SIGNER_05,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000666,r2_dongvat_005,SIGNER_06,train,hard,91,,,,pending,,,,,,,,
VSL_SEG_000667,r2_dongvat_006,SIGNER_01,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000668,r2_dongvat_007,SIGNER_04,train,standard,53,,,,pending,,,,,,,,
VSL_SEG_000669,r2_dongvat_009,SIGNER_06,train,standard,62,,,,pending,,,,,,,,
VSL_SEG_000670,r2_dongvat_010,SIGNER_06,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000671,r2_dongvat_011,SIGNER_02,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000672,r2_dongvat_012,SIGNER_08,train,standard,64,,,,pending,,,,,,,,
VSL_SEG_000673,r3_dongvat_001,SIGNER_04,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000674,r3_dongvat_002,SIGNER_06,train,hard,104,,,,pending,,,,,,,,
VSL_SEG_000675,r3_dongvat_003,SIGNER_05,train,hard,81,,,,pending,,,,,,,,
VSL_SEG_000676,r3_dongvat_004,SIGNER_02,train,standard,69,,,,pending,,,,,,,,
VSL_SEG_000677,r3_dongvat_005,SIGNER_04,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000678,r3_dongvat_006,SIGNER_08,train,hard,111,,,,pending,,,,,,,,
VSL_SEG_000679,r3_dongvat_008,SIGNER_01,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000680,r3_dongvat_009,SIGNER_04,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000681,r3_dongvat_010,SIGNER_07,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000682,r3_dongvat_011,SIGNER_01,train,hard,89,,,,pending,,,,,,,,
VSL_SEG_000683,r3_dongvat_012,SIGNER_02,train,hard,90,,,,pending,,,,,,,,
VSL_SEG_000684,r4_dongvat_003,SIGNER_07,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000685,r4_dongvat_004,SIGNER_07,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000686,r4_dongvat_005,SIGNER_08,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000687,r4_dongvat_006,SIGNER_05,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000688,gf_doisong_001,SIGNER_08,train,hard,108,,,,pending,,,,,,,,
VSL_SEG_000689,gf_doisong_002,SIGNER_08,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000690,gf_doisong_003,SIGNER_08,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000691,gf_doisong_004,SIGNER_03,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000692,gf_doisong_005,SIGNER_02,train,hard,98,,,,pending,,,,,,,,
VSL_SEG_000693,gf_doisong_006,SIGNER_01,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000694,gf_doisong_008,SIGNER_05,train,hard,82,,,,pending,,,,,,,,
VSL_SEG_000695,gf_doisong_009,SIGNER_03,train,standard,74,,,,pending,,,,,,,,
VSL_SEG_000696,gf_doisong_011,SIGNER_03,train,hard,79,,,,pending,,,,,,,,
VSL_SEG_000697,r2_doisong_002,SIGNER_04,train,standard,55,,,,pending,,,,,,,,
VSL_SEG_000698,r2_doisong_003,SIGNER_05,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000699,r2_doisong_004,SIGNER_04,train,standard,58,,,,pending,,,,,,,,
VSL_SEG_000700,r2_doisong_005,SIGNER_02,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000701,r2_doisong_006,SIGNER_07,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000702,r2_doisong_011,SIGNER_05,train,standard,65,,,,pending,,,,,,,,
VSL_SEG_000703,r3_doisong_001,SIGNER_04,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000704,r3_doisong_002,SIGNER_02,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000705,r3_doisong_003,SIGNER_01,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000706,r3_doisong_004,SIGNER_01,train,hard,77,,,,pending,,,,,,,,
VSL_SEG_000707,r3_doisong_005,SIGNER_05,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000708,r3_doisong_006,SIGNER_04,train,hard,92,,,,pending,,,,,,,,
VSL_SEG_000709,r3_doisong_007,SIGNER_07,train,hard,97,,,,pending,,,,,,,,
VSL_SEG_000710,r3_doisong_008,SIGNER_05,train,hard,96,,,,pending,,,,,,,,
VSL_SEG_000711,r3_doisong_009,SIGNER_05,train,hard,76,,,,pending,,,,,,,,
VSL_SEG_000712,r3_doisong_010,SIGNER_05,train,hard,100,,,,pending,,,,,,,,
VSL_SEG_000713,r3_doisong_011,SIGNER_08,train,hard,80,,,,pending,,,,,,,,
VSL_SEG_000714,r3_doisong_012,SIGNER_01,train,hard,96,,,,pending,,,,,,,,
VSL_SEG_000715,r4_doisong_001,SIGNER_06,train,hard,91,,,,pending,,,,,,,,
VSL_SEG_000716,r4_doisong_002,SIGNER_02,train,hard,86,,,,pending,,,,,,,,
VSL_SEG_000717,r4_doisong_003,SIGNER_04,train,hard,85,,,,pending,,,,,,,,
VSL_SEG_000718,r4_doisong_004,SIGNER_06,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000719,r4_doisong_005,SIGNER_03,train,hard,88,,,,pending,,,,,,,,
VSL_SEG_000720,r4_doisong_006,SIGNER_08,train,hard,94,,,,pending,,,,,,,,
VSL_SEG_000721,d00758,SIGNER_06,sd_test,standard,53,,,,pending,,,,,,,,
VSL_SEG_000722,d00759,SIGNER_04,dev,standard,53,,,,pending,,,,,,,,
VSL_SEG_000723,d00809,SIGNER_07,sd_test,standard,60,,,,pending,,,,,,,,
VSL_SEG_000724,d00810,SIGNER_01,dev,standard,64,,,,pending,,,,,,,,
VSL_SEG_000725,d00814,SIGNER_01,sd_test,standard,58,,,,pending,,,,,,,,
VSL_SEG_000726,r2_congviec_011,SIGNER_07,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000727,r4_congviec_002,SIGNER_07,dev,hard,77,,,,pending,,,,,,,,
VSL_SEG_000728,r4_congviec_006,SIGNER_06,sd_test,hard,79,,,,pending,,,,,,,,
VSL_SEG_000729,d01203,SIGNER_07,sd_test,standard,62,,,,pending,,,,,,,,
VSL_SEG_000730,d01210,SIGNER_01,sd_test,standard,54,,,,pending,,,,,,,,
VSL_SEG_000731,r2_dulich_006,SIGNER_02,sd_test,hard,92,,,,pending,,,,,,,,
VSL_SEG_000732,r2_dulich_011,SIGNER_04,dev,standard,68,,,,pending,,,,,,,,
VSL_SEG_000733,r4_dulich_004,SIGNER_06,dev,hard,94,,,,pending,,,,,,,,
VSL_SEG_000734,d00338,SIGNER_02,dev,standard,71,,,,pending,,,,,,,,
VSL_SEG_000735,d00355,SIGNER_08,sd_test,standard,53,,,,pending,,,,,,,,
VSL_SEG_000736,d00356,SIGNER_08,sd_test,standard,58,,,,pending,,,,,,,,
VSL_SEG_000737,r2_giadinh_008,SIGNER_03,dev,standard,56,,,,pending,,,,,,,,
VSL_SEG_000738,r2_giadinh_009,SIGNER_01,sd_test,standard,52,,,,pending,,,,,,,,
VSL_SEG_000739,r2_giadinh_010,SIGNER_04,dev,standard,68,,,,pending,,,,,,,,
VSL_SEG_000740,r3_giadinh_007,SIGNER_03,dev,hard,96,,,,pending,,,,,,,,
VSL_SEG_000741,r3_giadinh_008,SIGNER_07,sd_test,hard,83,,,,pending,,,,,,,,
VSL_SEG_000742,r3_giaotiep_004,SIGNER_05,dev,hard,80,,,,pending,,,,,,,,
VSL_SEG_000743,r3_giaotiep_007,SIGNER_07,sd_test,hard,98,,,,pending,,,,,,,,
VSL_SEG_000744,r3_giaotiep_008,SIGNER_06,dev,hard,92,,,,pending,,,,,,,,
VSL_SEG_000745,r3_giaotiep_010,SIGNER_01,sd_test,hard,90,,,,pending,,,,,,,,
VSL_SEG_000746,r2_giaitri_011,SIGNER_07,sd_test,hard,77,,,,pending,,,,,,,,
VSL_SEG_000747,r3_giaitri_003,SIGNER_03,dev,hard,88,,,,pending,,,,,,,,
VSL_SEG_000748,r3_giaitri_010,SIGNER_06,sd_test,hard,83,,,,pending,,,,,,,,
VSL_SEG_000749,r4_giaitri_001,SIGNER_04,dev,hard,94,,,,pending,,,,,,,,
VSL_SEG_000750,d00508,SIGNER_05,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000751,d00517,SIGNER_04,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000752,r2_hocduong_006,SIGNER_06,sd_test,hard,88,,,,pending,,,,,,,,
VSL_SEG_000753,r2_hocduong_007,SIGNER_05,sd_test,standard,56,,,,pending,,,,,,,,
VSL_SEG_000754,r2_hocduong_011,SIGNER_07,dev,standard,71,,,,pending,,,,,,,,
VSL_SEG_000755,r3_hocduong_002,SIGNER_03,sd_test,hard,102,,,,pending,,,,,,,,
VSL_SEG_000756,r4_hocduong_005,SIGNER_03,sd_test,hard,91,,,,pending,,,,,,,,
VSL_SEG_000757,d01281,SIGNER_07,sd_test,hard,82,,,,pending,,,,,,,,
VSL_SEG_000758,d01282,SIGNER_08,dev,standard,68,,,,pending,,,,,,,,
VSL_SEG_000759,d01285,SIGNER_07,dev,hard,76,,,,pending,,,,,,,,
VSL_SEG_000760,d01287,SIGNER_07,dev,standard,71,,,,pending,,,,,,,,
VSL_SEG_000761,d01296,SIGNER_01,dev,standard,68,,,,pending,,,,,,,,
VSL_SEG_000762,d01297,SIGNER_05,sd_test,standard,69,,,,pending,,,,,,,,
VSL_SEG_000763,d01316,SIGNER_03,sd_test,standard,54,,,,pending,,,,,,,,
VSL_SEG_000764,d01329,SIGNER_04,sd_test,standard,63,,,,pending,,,,,,,,
VSL_SEG_000765,d01333,SIGNER_02,sd_test,standard,54,,,,pending,,,,,,,,
VSL_SEG_000766,d01336,SIGNER_02,sd_test,standard,57,,,,pending,,,,,,,,
VSL_SEG_000767,d01342,SIGNER_08,sd_test,standard,58,,,,pending,,,,,,,,
VSL_SEG_000768,d01344,SIGNER_08,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000769,d01349,SIGNER_01,dev,standard,66,,,,pending,,,,,,,,
VSL_SEG_000770,r2_lichsu_002,SIGNER_04,sd_test,standard,57,,,,pending,,,,,,,,
VSL_SEG_000771,r2_lichsu_007,SIGNER_06,dev,standard,57,,,,pending,,,,,,,,
VSL_SEG_000772,r2_lichsu_011,SIGNER_02,dev,standard,66,,,,pending,,,,,,,,
VSL_SEG_000773,r3_lichsu_001,SIGNER_07,sd_test,hard,88,,,,pending,,,,,,,,
VSL_SEG_000774,r3_lichsu_010,SIGNER_02,sd_test,hard,84,,,,pending,,,,,,,,
VSL_SEG_000775,r4_lichsu_006,SIGNER_06,dev,hard,100,,,,pending,,,,,,,,
VSL_SEG_000776,r2_muasam_002,SIGNER_08,dev,standard,63,,,,pending,,,,,,,,
VSL_SEG_000777,r2_muasam_009,SIGNER_03,dev,standard,68,,,,pending,,,,,,,,
VSL_SEG_000778,r4_muasam_002,SIGNER_02,sd_test,hard,86,,,,pending,,,,,,,,
VSL_SEG_000779,r4_muasam_004,SIGNER_02,sd_test,hard,87,,,,pending,,,,,,,,
VSL_SEG_000780,r2_mausac_004,SIGNER_02,dev,standard,66,,,,pending,,,,,,,,
VSL_SEG_000781,r2_mausac_005,SIGNER_02,sd_test,hard,83,,,,pending,,,,,,,,
VSL_SEG_000782,r3_mausac_006,SIGNER_06,sd_test,hard,82,,,,pending,,,,,,,,
VSL_SEG_000783,r3_mausac_011,SIGNER_02,dev,hard,86,,,,pending,,,,,,,,
VSL_SEG_000784,r2_phuongtien_006,SIGNER_02,sd_test,hard,89,,,,pending,,,,,,,,
VSL_SEG_000785,r2_phuongtien_007,SIGNER_07,dev,standard,60,,,,pending,,,,,,,,
VSL_SEG_000786,r3_phuongtien_001,SIGNER_03,sd_test,hard,80,,,,pending,,,,,,,,
VSL_SEG_000787,r3_phuongtien_003,SIGNER_08,sd_test,hard,79,,,,pending,,,,,,,,
VSL_SEG_000788,r3_phuongtien_006,SIGNER_06,dev,hard,96,,,,pending,,,,,,,,
VSL_SEG_000789,r2_sothich_003,SIGNER_03,dev,standard,61,,,,pending,,,,,,,,
VSL_SEG_000790,r2_sothich_011,SIGNER_02,sd_test,standard,71,,,,pending,,,,,,,,
VSL_SEG_000791,r3_sothich_001,SIGNER_01,dev,hard,102,,,,pending,,,,,,,,
VSL_SEG_000792,r3_sothich_010,SIGNER_05,sd_test,standard,73,,,,pending,,,,,,,,
VSL_SEG_000793,r4_sothich_001,SIGNER_01,sd_test,hard,76,,,,pending,,,,,,,,
VSL_SEG_000794,r2_suckhoe_001,SIGNER_07,dev,standard,57,,,,pending,,,,,,,,
VSL_SEG_000795,r2_suckhoe_006,SIGNER_01,dev,hard,92,,,,pending,,,,,,,,
VSL_SEG_000796,r2_suckhoe_011,SIGNER_06,sd_test,standard,66,,,,pending,,,,,,,,
VSL_SEG_000797,r3_suckhoe_003,SIGNER_06,dev,hard,90,,,,pending,,,,,,,,
VSL_SEG_000798,r3_suckhoe_005,SIGNER_02,sd_test,hard,87,,,,pending,,,,,,,,
VSL_SEG_000799,r4_suckhoe_001,SIGNER_04,sd_test,standard,68,,,,pending,,,,,,,,
VSL_SEG_000800,r4_suckhoe_004,SIGNER_06,sd_test,hard,94,,,,pending,,,,,,,,
VSL_SEG_000801,r3_thiennhien_002,SIGNER_08,dev,hard,96,,,,pending,,,,,,,,
VSL_SEG_000802,r3_thiennhien_004,SIGNER_07,dev,standard,69,,,,pending,,,,,,,,
VSL_SEG_000803,r4_thiennhien_002,SIGNER_07,sd_test,hard,89,,,,pending,,,,,,,,
VSL_SEG_000804,r4_thiennhien_003,SIGNER_06,sd_test,hard,76,,,,pending,,,,,,,,
VSL_SEG_000805,d01658,SIGNER_04,sd_test,standard,60,,,,pending,,,,,,,,
VSL_SEG_000806,d01684,SIGNER_02,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000807,r2_thoitiet_001,SIGNER_05,dev,standard,61,,,,pending,,,,,,,,
VSL_SEG_000808,r2_thoitiet_002,SIGNER_08,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000809,r2_thoitiet_007,SIGNER_01,sd_test,standard,65,,,,pending,,,,,,,,
VSL_SEG_000810,r2_thoitiet_008,SIGNER_07,dev,standard,61,,,,pending,,,,,,,,
VSL_SEG_000811,r2_thoitiet_011,SIGNER_02,sd_test,hard,79,,,,pending,,,,,,,,
VSL_SEG_000812,r3_thoitiet_005,SIGNER_01,sd_test,hard,97,,,,pending,,,,,,,,
VSL_SEG_000813,r3_thoitiet_006,SIGNER_03,sd_test,hard,87,,,,pending,,,,,,,,
VSL_SEG_000814,r3_thoitiet_010,SIGNER_04,sd_test,hard,94,,,,pending,,,,,,,,
VSL_SEG_000815,r4_thoitiet_003,SIGNER_03,dev,hard,86,,,,pending,,,,,,,,
VSL_SEG_000816,d00035,SIGNER_06,sd_test,hard,82,,,,pending,,,,,,,,
VSL_SEG_000817,d00041,SIGNER_08,dev,standard,58,,,,pending,,,,,,,,
VSL_SEG_000818,d00066,SIGNER_02,sd_test,standard,59,,,,pending,,,,,,,,
VSL_SEG_000819,gf2_xahoi_003,SIGNER_06,sd_test,hard,81,,,,pending,,,,,,,,
VSL_SEG_000820,gf_xahoi_003,SIGNER_07,sd_test,hard,80,,,,pending,,,,,,,,
VSL_SEG_000821,gf_xahoi_006,SIGNER_05,sd_test,hard,93,,,,pending,,,,,,,,
VSL_SEG_000822,r2_xahoi_001,SIGNER_06,dev,standard,62,,,,pending,,,,,,,,
VSL_SEG_000823,r2_xahoi_003,SIGNER_08,dev,standard,65,,,,pending,,,,,,,,
VSL_SEG_000824,r2_xahoi_006,SIGNER_01,sd_test,hard,88,,,,pending,,,,,,,,
VSL_SEG_000825,r3_xahoi_008,SIGNER_03,dev,hard,90,,,,pending,,,,,,,,
VSL_SEG_000826,r3_xahoi_012,SIGNER_07,dev,hard,82,,,,pending,,,,,,,,
VSL_SEG_000827,r4_xahoi_002,SIGNER_05,dev,hard,76,,,,pending,,,,,,,,
VSL_SEG_000828,r4_xahoi_006,SIGNER_04,sd_test,hard,88,,,,pending,,,,,,,,
VSL_SEG_000829,r2_anuong_008,SIGNER_06,sd_test,standard,55,,,,pending,,,,,,,,
VSL_SEG_000830,r3_anuong_001,SIGNER_07,dev,hard,76,,,,pending,,,,,,,,
VSL_SEG_000831,r3_anuong_002,SIGNER_06,sd_test,hard,85,,,,pending,,,,,,,,
VSL_SEG_000832,r3_anuong_007,SIGNER_02,dev,hard,80,,,,pending,,,,,,,,
VSL_SEG_000833,r3_anuong_010,SIGNER_01,sd_test,hard,77,,,,pending,,,,,,,,
VSL_SEG_000834,r3_anuong_012,SIGNER_03,dev,hard,104,,,,pending,,,,,,,,
VSL_SEG_000835,d01857,SIGNER_05,dev,standard,52,,,,pending,,,,,,,,
VSL_SEG_000836,d01858,SIGNER_02,sd_test,standard,56,,,,pending,,,,,,,,
VSL_SEG_000837,r3_dongvat_007,SIGNER_07,sd_test,hard,88,,,,pending,,,,,,,,
VSL_SEG_000838,r4_dongvat_001,SIGNER_01,dev,hard,104,,,,pending,,,,,,,,
VSL_SEG_000839,r4_dongvat_002,SIGNER_07,dev,hard,86,,,,pending,,,,,,,,
VSL_SEG_000840,r4b_dongvat_001,SIGNER_01,sd_test,hard,97,,,,pending,,,,,,,,
VSL_SEG_000841,d00002,SIGNER_01,sd_test,standard,53,,,,pending,,,,,,,,
VSL_SEG_000842,gf_doisong_007,SIGNER_04,dev,hard,104,,,,pending,,,,,,,,
VSL_SEG_000843,gf_doisong_010,SIGNER_04,sd_test,hard,88,,,,pending,,,,,,,,
VSL_SEG_000844,gf_doisong_012,SIGNER_07,dev,hard,86,,,,pending,,,,,,,,
VSL_SEG_000845,r2_doisong_009,SIGNER_02,sd_test,standard,68,,,,pending,,,,,,,,
VSL_SEG_000846,r2_doisong_012,SIGNER_03,dev,standard,69,,,,pending,,,,,,,,
VSL_EVAL_000847,FLEURS_11911,SIGNER_09,si_test,eval_sentence,17,,,,pending,,,,,,,,
VSL_EVAL_000848,FLEURS_11911,SIGNER_10,si_test,eval_sentence,17,,,,pending,,,,,,,,
VSL_EVAL_000849,FLEURS_11912,SIGNER_09,si_test,eval_sentence,12,,,,pending,,,,,,,,
VSL_EVAL_000850,FLEURS_11912,SIGNER_10,si_test,eval_sentence,12,,,,pending,,,,,,,,
VSL_EVAL_000851,FLEURS_11913,SIGNER_09,si_test,eval_sentence,19,,,,pending,,,,,,,,
VSL_EVAL_000852,FLEURS_11913,SIGNER_10,si_test,eval_sentence,19,,,,pending,,,,,,,,
VSL_EVAL_000853,FLEURS_11914,SIGNER_09,si_test,eval_sentence,19,,,,pending,,,,,,,,
